/* Cplex Data generated on 2017-12-15 */

k = 80;

b = 40;

AtomicConstraints = {
	 <14, 1>,
	 <14, 12>,
	 <14, 16>,
	 <15, 1>,
	 <15, 12>,
	 <15, 16>,
	 <15, 27>,
	 <17, 12>,
	 <17, 16>,
	 <17, 27>,
	 <17, 36>,
	 <18, 16>,
	 <18, 27>,
	 <18, 36>,
	 <18, 37>,
	 <19, 27>,
	 <19, 36>,
	 <19, 37>,
	 <19, 38>,
	 <20, 36>,
	 <20, 37>,
	 <20, 38>,
	 <20, 39>,
	 <21, 37>,
	 <21, 38>,
	 <21, 39>,
	 <21, 40>,
	 <22, 2>,
	 <22, 38>,
	 <22, 39>,
	 <22, 40>,
	 <23, 2>,
	 <23, 3>,
	 <23, 39>,
	 <23, 40>,
	 <24, 2>,
	 <24, 3>,
	 <24, 4>,
	 <24, 40>,
	 <25, 2>,
	 <25, 3>,
	 <25, 4>,
	 <25, 5>,
	 <26, 3>,
	 <26, 4>,
	 <26, 5>,
	 <26, 6>,
	 <28, 4>,
	 <28, 5>,
	 <28, 6>,
	 <28, 7>,
	 <29, 5>,
	 <29, 6>,
	 <29, 7>,
	 <29, 8>,
	 <30, 6>,
	 <30, 7>,
	 <30, 8>,
	 <30, 9>,
	 <31, 7>,
	 <31, 8>,
	 <31, 9>,
	 <31, 10>,
	 <32, 8>,
	 <32, 9>,
	 <32, 10>,
	 <32, 11>,
	 <33, 9>,
	 <33, 10>,
	 <33, 11>,
	 <33, 13>,
	 <34, 10>,
	 <34, 11>,
	 <34, 13>,
	 <35, 11>,
	 <35, 13>,
	 <68, 73>,
	 <68, 74>,
	 <68, 75>,
	 <68, 48>,
	 <68, 49>,
	 <68, 50>,
	 <68, 51>,
	 <68, 53>,
	 <68, 72>,
	 <69, 73>,
	 <69, 74>,
	 <69, 75>,
	 <69, 48>,
	 <69, 49>,
	 <69, 50>,
	 <69, 51>,
	 <69, 53>,
	 <70, 74>,
	 <70, 75>,
	 <70, 48>,
	 <70, 49>,
	 <70, 50>,
	 <70, 51>,
	 <70, 53>,
	 <43, 75>,
	 <43, 48>,
	 <43, 49>,
	 <43, 50>,
	 <43, 51>,
	 <43, 53>,
	 <44, 49>,
	 <44, 50>,
	 <44, 51>,
	 <44, 53>,
	 <45, 49>,
	 <45, 50>,
	 <45, 51>,
	 <45, 53>,
	 <46, 51>,
	 <46, 53>,
	 <47, 51>,
	 <47, 53>,
	 <65, 73>,
	 <65, 74>,
	 <65, 75>,
	 <65, 48>,
	 <65, 49>,
	 <65, 50>,
	 <65, 51>,
	 <65, 53>,
	 <65, 71>,
	 <65, 72>,
	 <66, 73>,
	 <66, 74>,
	 <66, 75>,
	 <66, 48>,
	 <66, 49>,
	 <66, 50>,
	 <66, 51>,
	 <66, 53>,
	 <66, 71>,
	 <66, 72>,
	 <62, 73>,
	 <62, 74>,
	 <62, 75>,
	 <62, 48>,
	 <62, 49>,
	 <62, 50>,
	 <62, 51>,
	 <62, 53>,
	 <62, 68>,
	 <62, 69>,
	 <62, 70>,
	 <62, 43>,
	 <62, 44>,
	 <62, 45>,
	 <62, 46>,
	 <62, 47>,
	 <63, 74>,
	 <63, 75>,
	 <63, 48>,
	 <63, 49>,
	 <63, 50>,
	 <63, 51>,
	 <63, 53>,
	 <63, 69>,
	 <63, 70>,
	 <63, 43>,
	 <63, 44>,
	 <63, 45>,
	 <63, 46>,
	 <63, 47>,
	 <64, 75>,
	 <64, 48>,
	 <64, 49>,
	 <64, 50>,
	 <64, 51>,
	 <64, 53>,
	 <64, 70>,
	 <64, 43>,
	 <64, 44>,
	 <64, 45>,
	 <64, 46>,
	 <64, 47>,
	 <77, 48>,
	 <77, 49>,
	 <77, 50>,
	 <77, 51>,
	 <77, 53>,
	 <77, 43>,
	 <77, 44>,
	 <77, 45>,
	 <77, 46>,
	 <77, 47>,
	 <78, 49>,
	 <78, 50>,
	 <78, 51>,
	 <78, 53>,
	 <78, 44>,
	 <78, 45>,
	 <78, 46>,
	 <78, 47>,
	 <79, 50>,
	 <79, 51>,
	 <79, 53>,
	 <79, 45>,
	 <79, 46>,
	 <79, 47>,
	 <80, 51>,
	 <80, 53>,
	 <80, 46>,
	 <80, 47>,
	 <42, 53>,
	 <42, 47>,
	 <60, 73>,
	 <60, 74>,
	 <60, 75>,
	 <60, 48>,
	 <60, 49>,
	 <60, 50>,
	 <60, 51>,
	 <60, 53>,
	 <60, 71>,
	 <60, 72>,
	 <60, 68>,
	 <60, 69>,
	 <60, 70>,
	 <60, 43>,
	 <60, 44>,
	 <60, 45>,
	 <60, 46>,
	 <60, 47>,
	 <60, 65>,
	 <60, 66>,
	 <61, 73>,
	 <61, 74>,
	 <61, 75>,
	 <61, 48>,
	 <61, 49>,
	 <61, 50>,
	 <61, 51>,
	 <61, 53>,
	 <61, 72>,
	 <61, 68>,
	 <61, 69>,
	 <61, 70>,
	 <61, 43>,
	 <61, 44>,
	 <61, 45>,
	 <61, 46>,
	 <61, 47>,
	 <61, 66>,
	 <57, 74>,
	 <57, 75>,
	 <57, 48>,
	 <57, 49>,
	 <57, 50>,
	 <57, 51>,
	 <57, 53>,
	 <57, 68>,
	 <57, 69>,
	 <57, 70>,
	 <57, 43>,
	 <57, 44>,
	 <57, 45>,
	 <57, 46>,
	 <57, 47>,
	 <57, 62>,
	 <57, 63>,
	 <57, 64>,
	 <57, 77>,
	 <57, 78>,
	 <57, 79>,
	 <57, 80>,
	 <57, 42>,
	 <58, 75>,
	 <58, 48>,
	 <58, 49>,
	 <58, 50>,
	 <58, 51>,
	 <58, 53>,
	 <58, 69>,
	 <58, 70>,
	 <58, 43>,
	 <58, 44>,
	 <58, 45>,
	 <58, 46>,
	 <58, 47>,
	 <58, 63>,
	 <58, 64>,
	 <58, 77>,
	 <58, 78>,
	 <58, 79>,
	 <58, 80>,
	 <58, 42>,
	 <59, 48>,
	 <59, 49>,
	 <59, 50>,
	 <59, 51>,
	 <59, 53>,
	 <59, 70>,
	 <59, 43>,
	 <59, 44>,
	 <59, 45>,
	 <59, 46>,
	 <59, 47>,
	 <59, 64>,
	 <59, 77>,
	 <59, 78>,
	 <59, 79>,
	 <59, 80>,
	 <59, 42>,
	 <41, 49>,
	 <41, 50>,
	 <41, 51>,
	 <41, 53>,
	 <41, 44>,
	 <41, 45>,
	 <41, 46>,
	 <41, 47>,
	 <41, 77>,
	 <41, 78>,
	 <41, 79>,
	 <41, 80>,
	 <41, 42>,
	 <52, 50>,
	 <52, 51>,
	 <52, 53>,
	 <52, 45>,
	 <52, 46>,
	 <52, 47>,
	 <52, 78>,
	 <52, 79>,
	 <52, 80>,
	 <52, 42>,
	 <56, 51>,
	 <56, 53>,
	 <56, 46>,
	 <56, 47>,
	 <56, 79>,
	 <56, 80>,
	 <56, 42>,
	 <67, 53>,
	 <67, 47>,
	 <67, 80>,
	 <67, 42>,
	 <76, 42>,
	 <54, 73>,
	 <54, 74>,
	 <54, 75>,
	 <54, 48>,
	 <54, 49>,
	 <54, 50>,
	 <54, 51>,
	 <54, 53>,
	 <54, 72>,
	 <54, 68>,
	 <54, 69>,
	 <54, 70>,
	 <54, 43>,
	 <54, 44>,
	 <54, 45>,
	 <54, 46>,
	 <54, 47>,
	 <54, 65>,
	 <54, 66>,
	 <54, 62>,
	 <54, 63>,
	 <54, 64>,
	 <54, 77>,
	 <54, 78>,
	 <54, 79>,
	 <54, 80>,
	 <54, 42>,
	 <54, 60>,
	 <54, 61>,
	 <55, 73>,
	 <55, 74>,
	 <55, 75>,
	 <55, 48>,
	 <55, 49>,
	 <55, 50>,
	 <55, 51>,
	 <55, 53>,
	 <55, 68>,
	 <55, 69>,
	 <55, 70>,
	 <55, 43>,
	 <55, 44>,
	 <55, 45>,
	 <55, 46>,
	 <55, 47>,
	 <55, 66>,
	 <55, 62>,
	 <55, 63>,
	 <55, 64>,
	 <55, 77>,
	 <55, 78>,
	 <55, 79>,
	 <55, 80>,
	 <55, 42>,
	 <55, 61>,
	 }; 

SoftAtomicConstraints = {
	 <40, 2>,
	 <2, 3>,
	 <3, 4>,
	 <4, 5>,
	 <5, 6>,
	 <6, 7>,
	 <7, 8>,
	 <8, 9>,
	 <9, 10>,
	 <10, 11>,
	 <1, 12>,
	 <11, 13>,
	 <14, 15>,
	 <12, 16>,
	 <15, 17>,
	 <17, 18>,
	 <18, 19>,
	 <19, 20>,
	 <20, 21>,
	 <21, 22>,
	 <22, 23>,
	 <23, 24>,
	 <24, 25>,
	 <25, 26>,
	 <16, 27>,
	 <26, 28>,
	 <28, 29>,
	 <29, 30>,
	 <30, 31>,
	 <31, 32>,
	 <32, 33>,
	 <33, 34>,
	 <34, 35>,
	 <27, 36>,
	 <36, 37>,
	 <37, 38>,
	 <38, 39>,
	 <39, 40>,
	 <59, 41>,
	 <80, 42>,
	 <70, 43>,
	 <43, 44>,
	 <44, 45>,
	 <45, 46>,
	 <46, 47>,
	 <75, 48>,
	 <48, 49>,
	 <49, 50>,
	 <50, 51>,
	 <41, 52>,
	 <51, 53>,
	 <54, 55>,
	 <52, 56>,
	 <55, 57>,
	 <57, 58>,
	 <58, 59>,
	 <60, 61>,
	 <61, 62>,
	 <62, 63>,
	 <63, 64>,
	 <65, 66>,
	 <56, 67>,
	 <66, 68>,
	 <68, 69>,
	 <69, 70>,
	 <71, 72>,
	 <72, 73>,
	 <73, 74>,
	 <74, 75>,
	 <67, 76>,
	 <64, 77>,
	 <77, 78>,
	 <78, 79>,
	 <79, 80>,
	 }; 

DisjunctiveConstraints = {
	 <2, 40, 2, 3>,
	 <3, 2, 3, 4>,
	 <4, 3, 4, 5>,
